Age,Gender,Civil Status,City,Zip code,Children,Work,Type of contract,Number of houses owned,Number of cars owned,Number of other types of vehicles owned,Current account,Payroll accounting,Has there ever been a default?,Regular defaults,Casual defaults,"Positive end-of-month account balance. (usual, medium, low)",Saving account,Debit card,Credit card,Applied for a mortgage,Mortgage granted,Early mortgage payback,First time doing a early mortgage payback,First time applying for a mortgage,Applied for a loan,Loan granted,First time applying for a loan,Applied for a deposit,First time applying for a deposit,Applied for an investment fund,First time applying for an investment fund,Applied for a home insurance,First time applying for a home insurance,Applied for an accident insurance,First time applying for a accident insurance,Applied for a life insurance,First time applying for a life insurance,Applied for a health insurance,First time applying for a health insurance,Applied for a car/motorcycle insurance,First time applying for a car/motorcycle insurance
28,M,M,Sa,37002,1,Yes,T,0,1,1,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Yes,No,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes
29,M,M,Sa,37002,1,No,,1,0,1,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,
29,M,M,Sa,37003,1,Yes,T,1,1,0,Yes,No,Yes,Yes,No,U,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,
28,F,M,Sa,37003,1,Yes,T,0,0,0,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,,No,,Yes,Yes,Yes,No,Yes,Yes,No,
31,M,M,Sa,37005,0,No,,1,1,1,Yes,Yes,Yes,No,No,L,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,
28,M,M,Sa,37003,1,No,,0,1,1,Yes,Yes,No,No,No,U,No,Yes,No,Yes,Yes,Yes,No,Yes,No,,,Yes,No,No,,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,Yes
29,M,M,Sa,37004,1,Yes,T,1,1,0,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes
28,F,M,Sa,37005,1,Yes,G.O,0,0,0,Yes,Yes,Yes,No,Yes,U,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,,Yes,No
30,F,S,Sa,37005,1,Yes,P.C.,1,1,1,Yes,Yes,Yes,No,Yes,M,Yes,Yes,Yes,Yes,Yes,No,,Yes,No,,,Yes,Yes,No,,Yes,No,Yes,No,No,,Yes,Yes,Yes,Yes
29,M,M,Sa,37007,0,No,,1,1,1,Yes,Yes,Yes,Yes,No,U,Yes,Yes,No,No,,,,,Yes,Yes,No,No,,No,,No,,No,,No,,Yes,Yes,Yes,Yes
29,M,M,Sa,37002,1,Yes,T,1,0,1,Yes,No,Yes,Yes,Yes,U,No,Yes,Yes,Yes,No,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,No,,Yes,Yes,No,,Yes,Yes
27,F,M,Sa,37003,0,Yes,T,1,0,0,Yes,No,No,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,Yes,Yes,Yes,No,Yes,Yes,No,,Yes,Yes,No,,Yes,Yes
28,F,S,Sa,37007,0,Yes,G.O,1,0,1,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,No,,Yes,No,No,,Yes,No,Yes,Yes,No,
30,M,M,Sa,37001,1,Yes,G.O,1,0,1,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,No,,,No,Yes,Yes,Yes,No,,No,,No,,Yes,No,Yes,No,Yes,Yes,No,
28,F,M,Sa,37004,1,No,,1,1,1,Yes,Yes,Yes,No,No,U,Yes,Yes,No,Yes,Yes,No,,Yes,No,,,Yes,Yes,No,,No,,Yes,No,No,,Yes,Yes,Yes,Yes
27,M,S,Sa,37001,1,Yes,T,1,1,0,Yes,Yes,Yes,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,,Yes,Yes,No,,Yes,Yes,No,,Yes,Yes
28,F,M,Sa,37006,1,Yes,G.O,0,0,1,Yes,Yes,Yes,No,Yes,M,Yes,Yes,Yes,Yes,Yes,No,,Yes,No,,,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,
27,M,S,Sa,37005,1,No,,1,1,1,Yes,Yes,Yes,No,Yes,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,,No,,Yes,No,Yes,Yes
31,M,S,Sa,37005,1,No,,1,1,1,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,No,,Yes,Yes,Yes,No,Yes,Yes,No,,No,
28,F,M,Sa,37003,2,Yes,T,1,1,1,No,Yes,Yes,Yes,Yes,M,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,,No,,Yes,Yes,No,,Yes,Yes
28,F,M,Sa,37002,2,Yes,G.O,0,1,1,Yes,Yes,Yes,Yes,Yes,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,,No,,No,,Yes,No
32,M,M,Sa,37004,1,Yes,T,1,1,0,Yes,Yes,No,No,No,U,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,,No,,Yes,Yes
29,M,S,Sa,37001,1,Yes,T,1,1,1,Yes,Yes,Yes,No,No,U,Yes,Yes,No,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,,Yes,No,Yes,No,No,,Yes,Yes
30,F,M,Sa,37007,2,Yes,P.C.,1,1,1,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,No,,No,No,,,No,,No,,Yes,No,No,,Yes,No,Yes,Yes,Yes,Yes
27,M,M,Sa,37007,2,Yes,P.C.,1,1,1,No,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,No,,Yes,No,Yes,No,No,,No,,Yes,Yes,Yes,No
31,M,S,Sa,37004,1,No,,1,1,0,Yes,Yes,No,No,No,U,Yes,Yes,No,No,,,,,No,,,Yes,No,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
28,M,S,Sa,37004,0,Yes,T,0,0,1,Yes,No,Yes,Yes,No,U,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,,Yes,No,Yes,Yes,No,,No,,No,,No,
28,F,S,Sa,37005,1,Yes,G.O,1,1,1,Yes,Yes,No,No,No,U,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,,No,,No,,Yes,Yes,Yes,Yes
31,M,S,Sa,37002,1,Yes,P.C.,1,1,1,Yes,Yes,Yes,No,No,M,Yes,Yes,No,No,,,,,No,,,Yes,Yes,Yes,Yes,No,,No,,Yes,No,No,,Yes,Yes
30,M,S,Sa,37002,0,Yes,G.O,0,1,0,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,,No,,Yes,Yes,Yes,Yes
29,M,S,Sa,37002,2,Yes,T,1,1,1,Yes,No,No,No,No,U,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,Yes,No,Yes,No
29,M,S,Sa,37003,0,Yes,P.C.,1,1,1,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,No,,Yes,No,,,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,,No,,Yes,Yes
31,M,S,Sa,37002,2,Yes,T,1,1,0,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,No,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,,No,,No,
29,M,S,Sa,37003,1,No,,1,1,1,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,,,Yes,No,No,,Yes,Yes,Yes,Yes,No,,No,,Yes,Yes
29,F,S,Sa,37004,1,No,,0,1,1,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,,Yes,Yes
27,F,S,Sa,37003,1,Yes,G.O,0,1,1,Yes,Yes,No,No,No,U,Yes,No,No,No,,,,,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,,Yes,Yes
29,F,M,Sa,37001,1,Yes,T,1,1,0,Yes,Yes,Yes,No,Yes,L,Yes,No,No,Yes,Yes,Yes,No,No,No,,,Yes,Yes,No,,No,,No,,No,,No,,Yes,Yes
30,M,M,Sa,37007,0,Yes,T,0,1,0,Yes,Yes,Yes,No,Yes,L,Yes,Yes,No,No,,,,,Yes,Yes,Yes,No,,No,,No,,Yes,Yes,No,,Yes,No,Yes,No
27,F,M,Sa,37007,1,Yes,T,0,1,1,No,No,No,No,No,U,Yes,Yes,No,No,,,,,No,,,No,,No,,Yes,No,No,,No,,No,,Yes,Yes
29,F,M,Sa,37005,1,Yes,T,1,1,1,Yes,No,Yes,Yes,Yes,U,No,Yes,No,Yes,Yes,No,,No,Yes,No,Yes,Yes,Yes,No,,Yes,No,Yes,No,No,,Yes,Yes,Yes,Yes
30,M,M,Sa,37001,1,Yes,P.C.,1,0,1,Yes,Yes,No,No,No,U,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,Yes
28,F,M,Sa,37007,1,Yes,P.C.,0,1,0,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,Yes,Yes,Yes,No,Yes,Yes,No,,No,,Yes,Yes
29,F,M,Sa,37005,2,Yes,P.C.,0,1,1,Yes,Yes,Yes,No,Yes,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,,Yes,No,No,,No,,No,,No,
30,M,M,Sa,37003,0,Yes,P.C.,0,1,1,Yes,Yes,Yes,No,No,M,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
27,M,M,Sa,37007,1,Yes,P.C.,0,1,1,Yes,Yes,Yes,No,Yes,L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,,Yes,Yes,No,,Yes,Yes,Yes,Yes
28,F,S,Sa,37002,1,No,,1,1,0,Yes,Yes,Yes,No,No,U,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,,No,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,No
29,F,S,Sa,37006,0,Yes,G.O,1,1,1,Yes,Yes,Yes,Yes,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,No,,Yes,Yes
30,M,M,Sa,37001,1,Yes,T,0,1,1,Yes,Yes,Yes,No,No,U,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,No,No,,Yes,No,Yes,No,Yes,No,No,,Yes,No,Yes,Yes
29,M,M,Sa,37006,1,No,,1,1,1,Yes,Yes,Yes,Yes,No,M,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,No,Yes,No,No,,Yes,Yes,No,,No,,No,,Yes,No
30,F,M,Sa,37003,2,Yes,G.O,0,1,1,Yes,Yes,Yes,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,No,,Yes,Yes,Yes,No,No,,No,,Yes,No,Yes,Yes
31,M,S,Sa,37004,0,Yes,P.C.,1,0,1,Yes,Yes,Yes,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,,No,,Yes,Yes
28,F,M,Sa,37007,0,Yes,T,0,1,1,Yes,Yes,Yes,Yes,Yes,M,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,No,,Yes,Yes,Yes,No,No,,No,,No,
28,F,M,Sa,37001,0,Yes,P.C.,1,0,1,Yes,Yes,Yes,Yes,Yes,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,Yes,No,No,,Yes,Yes,No,,No,
28,F,S,Sa,37002,1,No,,0,1,1,Yes,Yes,Yes,No,Yes,U,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,
28,F,M,Sa,37004,1,Yes,P.C.,1,1,1,Yes,Yes,Yes,Yes,No,U,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,No,Yes,Yes
28,M,M,Sa,37002,1,Yes,G.O,0,1,1,Yes,Yes,Yes,Yes,No,L,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,No,No,,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
28,F,S,Sa,37002,1,Yes,G.O,0,1,0,Yes,Yes,Yes,No,Yes,U,Yes,Yes,Yes,No,,,,,Yes,No,Yes,No,,No,,Yes,Yes,No,,Yes,Yes,No,,Yes,Yes
29,F,M,Sa,37006,0,Yes,P.C.,1,1,1,Yes,Yes,Yes,Yes,Yes,M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,,Yes,Yes,Yes,Yes,Yes,Yes
29,F,S,Sa,37001,1,Yes,P.C.,0,1,1,Yes,Yes,No,No,No,U,Yes,Yes,No,No,,,,,No,,,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,
29,F,S,Sa,37006,1,Yes,T,1,1,0,Yes,Yes,Yes,No,Yes,U,No,Yes,No,Yes,No,,,Yes,Yes,No,Yes,Yes,Yes,No,,No,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
31,F,S,Sa,37004,0,Yes,G.O,1,1,1,Yes,Yes,Yes,Yes,Yes,U,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,Yes,No,No,,Yes,Yes,No,,No,,Yes,Yes
30,M,M,Sa,37007,0,No,,1,1,1,Yes,Yes,Yes,No,Yes,M,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,No,No,Yes,No,No,,No,,No,,Yes,No,No,,Yes,Yes
27,M,M,Sa,37001,1,Yes,P.C.,0,1,1,Yes,Yes,No,No,No,U,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,No,No,,No,,No,
29,F,S,Sa,37006,1,Yes,G.O,0,1,1,Yes,No,Yes,No,Yes,M,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,No,No,,No,,Yes,Yes
30,F,M,Sa,37006,1,Yes,G.O,1,1,1,Yes,Yes,Yes,No,Yes,M,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,No,No,
28,F,M,Sa,37007,0,Yes,P.C.,0,1,0,No,Yes,No,No,No,U,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,,Yes,Yes,No,,No,,No,,No,,Yes,Yes
28,M,M,Sa,37001,0,Yes,P.C.,1,1,1,Yes,Yes,Yes,No,Yes,U,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes
30,M,S,Sa,37003,1,No,,0,1,1,Yes,Yes,Yes,No,Yes,U,No,Yes,No,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,,Yes,No,No,,Yes,No,No,,No,,No,
31,M,M,Sa,37002,2,Yes,T,0,1,0,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,No,,No,,Yes,Yes,No,,Yes,Yes
30,F,S,Sa,37002,1,Yes,T,0,0,1,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,,No,,Yes,No,No,,No,,Yes,No,Yes,Yes
31,M,S,Sa,37001,0,Yes,G.O,1,1,0,No,Yes,No,No,No,U,Yes,Yes,Yes,Yes,No,,,Yes,Yes,Yes,No,Yes,Yes,No,,No,,No,,Yes,Yes,No,,Yes,Yes
29,M,S,Sa,37004,1,Yes,T,0,1,0,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,Yes,No,No,No,,,No,,Yes,No,No,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
29,M,S,Sa,37002,2,No,,0,0,1,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,,Yes,Yes,No,,Yes,Yes,No,,No,,No,,No,
31,F,M,Sa,37006,0,Yes,T,0,1,1,Yes,Yes,Yes,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,,No,,Yes,Yes
29,M,M,Sa,37006,0,Yes,T,0,1,0,Yes,Yes,Yes,No,No,M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,,Yes,Yes,No,,No,,No,
29,F,S,Sa,37006,0,Yes,P.C.,0,0,0,Yes,Yes,No,No,No,U,Yes,Yes,Yes,No,,,,,Yes,No,No,No,,Yes,Yes,No,,No,,No,,No,,No,
29,F,M,Sa,37007,1,No,,0,0,0,Yes,No,Yes,Yes,Yes,M,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,,,No,,No,,Yes,Yes,Yes,No,Yes,Yes,No,,Yes,Yes
30,M,S,Sa,37007,2,Yes,P.C.,0,0,1,Yes,No,Yes,No,Yes,L,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,,Yes,No,No,
28,M,S,Sa,37006,1,Yes,G.O,0,1,1,No,Yes,Yes,Yes,Yes,U,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,,Yes,No,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes
28,F,M,Sa,37005,1,Yes,G.O,0,1,1,Yes,Yes,Yes,Yes,No,U,Yes,Yes,Yes,Yes,No,,,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,,No,,Yes,Yes,No,
28,M,S,Sa,37002,0,No,,1,1,1,Yes,Yes,Yes,No,Yes,U,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,No,No,,Yes,No,No,,No,,Yes,Yes
28,M,M,Sa,37006,1,Yes,G.O,1,1,1,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes
29,M,M,Sa,37006,0,Yes,T,0,1,0,Yes,Yes,Yes,Yes,Yes,M,Yes,Yes,No,Yes,Yes,No,,Yes,No,,,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,,Yes,Yes
27,M,M,Sa,37007,1,Yes,P.C.,0,1,0,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,Yes,No,Yes,Yes,Yes,Yes,No,,No,
29,F,S,Sa,37007,1,No,,1,1,0,Yes,Yes,Yes,No,Yes,U,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,,Yes,Yes,No,,No,,Yes,Yes,No,,No,,Yes,Yes
27,M,S,Sa,37002,1,Yes,G.O,1,1,1,Yes,Yes,Yes,Yes,Yes,M,Yes,Yes,No,Yes,No,,,Yes,No,,,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,Yes,Yes
29,F,S,Sa,37003,1,Yes,P.C.,0,1,1,No,Yes,No,No,No,U,No,Yes,No,Yes,Yes,Yes,Yes,No,No,,,No,,Yes,Yes,Yes,Yes,No,,Yes,No,Yes,No,No,
27,M,S,Sa,37002,0,Yes,P.C.,0,0,1,Yes,Yes,Yes,No,No,L,Yes,Yes,Yes,No,,,,,No,,,Yes,No,Yes,No,No,,Yes,No,No,,Yes,No,Yes,Yes
28,F,S,Sa,37002,0,Yes,P.C.,1,0,1,Yes,Yes,Yes,Yes,Yes,M,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,No,Yes,No,Yes,No,No,,Yes,Yes
27,M,M,Sa,37007,1,Yes,P.C.,0,1,1,No,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,,Yes,Yes,No,,No,,Yes,No,No,,Yes,Yes,Yes,No
27,F,S,Sa,37002,0,Yes,G.O,1,1,1,Yes,Yes,No,No,No,U,Yes,Yes,Yes,No,,,,,Yes,Yes,No,Yes,No,Yes,Yes,No,,No,,Yes,Yes,No,,Yes,Yes
28,F,M,Sa,37003,0,Yes,G.O,1,0,0,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,No,,,No,Yes,No,Yes,No,,Yes,No,No,,No,,Yes,No,No,,No,
27,M,M,Sa,37001,0,No,,1,1,1,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,,Yes,Yes
27,M,S,Sa,37003,0,No,,0,1,0,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,No,Yes,Yes,No,,No,,No,
31,F,S,Sa,37006,0,Yes,T,1,0,0,Yes,Yes,Yes,No,Yes,U,Yes,Yes,Yes,No,,,,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,,No,,No,,Yes,Yes
27,M,M,Sa,37006,0,Yes,G.O,1,1,0,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,,No,,Yes,Yes,No,,No,,No,,No,
31,F,S,Sa,37007,2,No,,0,1,0,Yes,Yes,Yes,No,Yes,L,Yes,Yes,Yes,No,,,,,No,,,No,,No,,Yes,No,No,,Yes,No,Yes,Yes,Yes,No
30,M,S,Sa,37005,0,Yes,G.O,1,1,0,Yes,Yes,No,No,No,U,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,Yes,No,Yes,No,Yes,Yes,No,,Yes,Yes,Yes,Yes
30,M,M,Sa,37002,1,Yes,P.C.,0,0,1,Yes,No,No,No,No,U,Yes,Yes,No,No,,,,,Yes,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
30,M,M,Sa,37004,1,Yes,P.C.,0,1,1,Yes,Yes,Yes,Yes,Yes,M,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,,No,,Yes,Yes,No,,No,,No,,No,
31,M,S,Sa,37005,1,Yes,T,0,0,1,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,No,,,No,Yes,Yes,No,No,,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,No,Yes,Yes
28,M,M,Sa,37003,0,Yes,T,0,1,0,Yes,Yes,No,No,No,U,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,No,No,No,,No,,No,,Yes,No,No,,No,,No,
27,M,M,Sa,37004,0,Yes,P.C.,1,1,1,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,No,,,Yes,No,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,,Yes,Yes,Yes,No
30,F,M,Sa,37007,0,No,,0,1,0,Yes,Yes,Yes,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,,No,,No,,No,,No,,No,
27,F,M,Sa,37007,0,Yes,P.C.,1,1,0,Yes,Yes,No,No,No,U,Yes,Yes,Yes,No,,,,,Yes,Yes,Yes,No,,No,,Yes,No,No,,No,,Yes,Yes,No,
27,F,M,Sa,37006,1,Yes,P.C.,0,1,1,Yes,Yes,No,No,No,U,Yes,Yes,No,Yes,Yes,No,,Yes,No,,,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,,Yes,No
27,M,M,Sa,37004,1,No,,1,1,1,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
28,M,M,Sa,37001,0,Yes,P.C.,1,0,0,Yes,Yes,No,No,No,U,Yes,Yes,No,No,,,,,No,,,No,,No,,No,,Yes,Yes,No,,Yes,Yes,No,
29,F,M,Sa,37001,1,Yes,T,1,0,1,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,No,,No,,Yes,Yes,No,,No,,Yes,Yes
29,F,S,Sa,37001,0,Yes,T,0,0,1,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,,No,,Yes,No
28,M,M,Sa,37004,2,No,,1,1,1,Yes,Yes,Yes,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,No,,Yes,Yes,Yes,No,No,,No,,No,,Yes,Yes
30,M,M,Sa,37005,2,Yes,T,0,1,1,Yes,No,Yes,No,No,U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,No,,No,,Yes,Yes,No,,No,,No,,No,
29,M,M,Sa,37001,0,Yes,G.O,0,1,1,Yes,Yes,No,No,No,U,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,No,No,Yes,Yes,No,,Yes,No,No,,No,,No,,Yes,Yes
28,M,M,Sa,37001,1,Yes,G.O,1,0,1,Yes,Yes,Yes,Yes,No,M,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,Yes,Yes,No,,No,,No,,No,
27,F,S,Sa,37003,1,Yes,P.C.,0,1,1,Yes,No,Yes,Yes,No,L,Yes,Yes,No,Yes,Yes,No,,Yes,Yes,No,Yes,Yes,No,No,,Yes,Yes,No,,No,,No,,No,
28,F,M,Sa,37007,2,Yes,P.C.,1,0,1,Yes,Yes,No,No,No,U,Yes,No,No,Yes,Yes,Yes,No,Yes,No,,,No,,No,,Yes,No,No,,No,,No,,Yes,No
